NEIGHBORHOOD,ADDRESS, SALE_PRICE ,SALE_DATE
UPPER WEST SIDE (96-116),"310 WEST 99TH STREET, 202","7,250,000",6/1/2020
UPPER WEST SIDE (96-116),"310 WEST 99TH STREET, 201","7,250,000",6/1/2020
UPPER EAST SIDE (59-79),146 EAST 62ND STREET,"7,800,000",6/1/2020
UPPER EAST SIDE (79-96),125 EAST 92ND STREET,"14,240,000",6/1/2020
HARLEM-CENTRAL,"345 WEST 145 STREET, 10C1","475,000",6/2/2020
MIDTOWN EAST,"342 EAST 53RD STREET, 3A","475,000",6/2/2020
UPPER EAST SIDE (59-79),"210 EAST 73RD STREET, 10F","500,000",6/2/2020
UPPER WEST SIDE (59-79),"22 WEST 76TH STREET, 2A","650,000",6/2/2020
HARLEM-CENTRAL,"2351 ADAM CLAYTON POWELL JR. BLVD., 415","685,000",6/2/2020
CLINTON,"405 WEST 57TH STREET, 4F","775,000",6/2/2020
UPPER WEST SIDE (59-79),"200 WEST 79TH STREET, 10J","825,000",6/2/2020
CLINTON,"500 WEST 43RD STREET, 34B","835,000",6/2/2020
GREENWICH VILLAGE-CENTRAL,"60 EAST 9TH STREET, 603","850,000",6/2/2020
UPPER EAST SIDE (79-96),"200 EAST 94TH STREET, 226","951,619",6/2/2020
GREENWICH VILLAGE-CENTRAL,"79 WEST 12TH STREET, 5E","985,000",6/2/2020
UPPER EAST SIDE (59-79),"304 EAST 65TH STREET, 34B","1,250,000",6/2/2020
MURRAY HILL,"7 PARK AVENUE, 173","1,268,750",6/2/2020
UPPER EAST SIDE (59-79),"340 EAST 64TH STREET, 14R","1,285,000",6/2/2020
UPPER EAST SIDE (59-79),"300 EAST 64TH STREET, 18C","1,300,000",6/2/2020
FINANCIAL,"176 BROADWAY, 10E","1,350,000",6/2/2020
UPPER WEST SIDE (59-79),"15 WEST 61ST STREET, 4L","1,803,814",6/2/2020
UPPER WEST SIDE (59-79),"15 WEST 61ST STREET, 6K","1,858,778",6/2/2020
MIDTOWN EAST,"100 UNITED NATIONS PLAZA, 38B","2,350,000",6/2/2020
MIDTOWN WEST,"120 WEST 58TH STREET, PH","2,350,000",6/2/2020
MIDTOWN WEST,"111 WEST 57TH STREET, 11D","2,792,652",6/2/2020
UPPER WEST SIDE (59-79),"15 WEST 61ST STREET, 12B","3,195,072",6/2/2020
UPPER WEST SIDE (59-79),"15 WEST 61ST STREET, 18D","3,572,625",6/2/2020
ALPHABET CITY,"719 EAST 6TH STREET, 5D","249,508",6/3/2020
MIDTOWN WEST,"325 WEST 45TH STREET, 217","312,500",6/3/2020
UPPER EAST SIDE (59-79),"220 EAST 67TH STREET, 6F","420,000",6/3/2020
GREENWICH VILLAGE-WEST,"10 BETHUNE ST, 2A","475,000",6/3/2020
HARLEM-EAST,"319 EAST 105TH STREET, 4D","500,000",6/3/2020
MIDTOWN WEST,"347 WEST 44TH STREET, 3RE","520,000",6/3/2020
ROOSEVELT ISLAND,"455 MAIN STREET, 16K","660,000",6/3/2020
GREENWICH VILLAGE-WEST,"31 JANE STREET, 7D","705,000",6/3/2020
UPPER WEST SIDE (59-79),"105 WEST 73 STREET, 9B","745,000",6/3/2020
UPPER EAST SIDE (59-79),"340 EAST 64TH STREET, 6M","848,000",6/3/2020
LOWER EAST SIDE,"118 SUFFOLK STREET, 5B","912,500",6/3/2020
UPPER WEST SIDE (79-96),"100 WEST 94TH STREET, 15F","925,000",6/3/2020
GREENWICH VILLAGE-WEST,"726 WASHINGTON STREET, 2B","995,000",6/3/2020
GREENWICH VILLAGE-WEST,"175 WEST 12TH STREET, 5L","1,030,000",6/3/2020
CHELSEA,"250 WEST 15TH ST, 2G","1,070,600",6/3/2020
CIVIC CENTER,"80 CHAMBERS STREET, 10B","1,075,000",6/3/2020
UPPER WEST SIDE (79-96),"300 CENTRAL PARK WEST, 5C","2,600,000",6/3/2020
GREENWICH VILLAGE-WEST,"111 BARROW STREET, 5C","2,999,000",6/3/2020
UPPER EAST SIDE (59-79),"755 PARK AVENUE, 1C","3,550,000",6/3/2020
UPPER EAST SIDE (79-96),"1088 PARK AVENUE, 4D","6,205,000",6/3/2020
UPPER EAST SIDE (59-79),"1156 3 AVENUE, COMM","7,500,000",6/3/2020
UPPER EAST SIDE (59-79),"3 EAST 71ST ST, MR3","170,000",6/4/2020
UPPER EAST SIDE (59-79),"301 EAST 63RD STREET, 16K","300,000",6/4/2020
UPPER EAST SIDE (59-79),"301 EAST 64TH STREET, 9E","375,000",6/4/2020
UPPER WEST SIDE (79-96),"266 WEST 95 STREET, 2","405,000",6/4/2020
CLINTON,"827 10TH AVENUE, 5S","425,000",6/4/2020
WASHINGTON HEIGHTS LOWER,"70 HAVEN AVENUE, 3A","428,500",6/4/2020
UPPER WEST SIDE (79-96),"109 WEST 82ND STREET, 3C","505,000",6/4/2020
GREENWICH VILLAGE-WEST,"227 WEST 11 ST, 65","625,000",6/4/2020
CHELSEA,"250 WEST 21ST STREET, 7","679,000",6/4/2020
GRAMERCY,"237 EAST 24TH STREET, 1W","770,000",6/4/2020
UPPER WEST SIDE (59-79),"336 WEST END AVE, 14D","775,000",6/4/2020
UPPER WEST SIDE (79-96),"219 WEST 81 STREET, 5C","800,000",6/4/2020
FASHION,"100 WEST 39TH STREET, 38C","815,000",6/4/2020
MANHATTAN VALLEY,"220 MANHATTAN AVENUE, 7H","830,000",6/4/2020
WASHINGTON HEIGHTS LOWER,"467 WEST 163 STREET, 4","840,000",6/4/2020
UPPER WEST SIDE (59-79),"201 WEST 72ND STREET, 4G","890,000",6/4/2020
WASHINGTON HEIGHTS UPPER,"720 FORT WASHINGTON AVENUE, X","905,000",6/4/2020
GREENWICH VILLAGE-CENTRAL,"77 BLEECKER STREET, 529","945,000",6/4/2020
CLINTON,"505 WEST 43RD STREET, 5D","1,159,966",6/4/2020
MANHATTAN VALLEY,"310 WEST 114TH STREET, 1","1,320,000",6/4/2020
UPPER EAST SIDE (59-79),"205 E 77 ST, 3A","1,390,550",6/4/2020
CHELSEA,"447 WEST 18TH STREET, GD 3","2,268,750",6/4/2020
MIDTOWN CBD,"641 5 AVENUE, 29D","2,520,000",6/4/2020
LITTLE ITALY,"199 MOTT STREET, 4B","2,712,500",6/4/2020
CIVIC CENTER,"270 BROADWAY, 17DT","2,850,000",6/4/2020
TRIBECA,"101 WARREN STREET, 11D","3,900,000",6/4/2020
UPPER WEST SIDE (59-79),"15 WEST 61ST STREET, 15A","3,900,000",6/4/2020
SOHO,"565 BROOME STREET, N21B","6,495,000",6/4/2020
HARLEM-EAST,"1777 MADISON AVENUE, 24","140,000",6/5/2020
MURRAY HILL,"200 EAST 36TH STREET, 7E","200,000",6/5/2020
GREENWICH VILLAGE-WEST,"26 BEDFORD STREET, B","355,000",6/5/2020
MIDTOWN WEST,"346 WEST 48TH STREET, 1E","381,520",6/5/2020
WASHINGTON HEIGHTS LOWER,"812 RIVERSIDE DRIVE, 35","460,000",6/5/2020
CHELSEA,"165 WEST 20TH STREET, 2-A","470,000",6/5/2020
HARLEM-CENTRAL,"245 WEST 115TH ST, 5","471,500",6/5/2020
UPPER WEST SIDE (59-79),"165 WEST END AVENUE, 26L","472,000",6/5/2020
WASHINGTON HEIGHTS UPPER,"330 HAVEN AVENUE, GK","528,000",6/5/2020
HARLEM-CENTRAL,"239 WEST 148 STREET, 3U","530,000",6/5/2020
WASHINGTON HEIGHTS UPPER,"900 WEST 190TH STREET, 3L","540,000",6/5/2020
CLINTON,"516 WEST 47TH STREET, N7C","541,000",6/5/2020
MIDTOWN EAST,"310 EAST 46TH STREET, 14S","592,500",6/5/2020
KIPS BAY,"343 EAST 30TH STREET, 14-F","605,000",6/5/2020
CHELSEA,"555 WEST 23RD STREET, S4K","651,000",6/5/2020
HARLEM-UPPER,"558 W 150TH STREET, 102","680,000",6/5/2020
GREENWICH VILLAGE-WEST,"27 COMMERCE STREET, 275C","695,000",6/5/2020
UPPER EAST SIDE (79-96),"151 EAST 83RD STREET, 5F","699,000",6/5/2020
UPPER EAST SIDE (59-79),"300/302 EAST 62ND STREET, 1702","725,000",6/5/2020
UPPER EAST SIDE (59-79),"305 EAST 72 STREET, 2DN","731,400",6/5/2020
UPPER WEST SIDE (79-96),"215 WEST 95TH STREET, 11J","819,000",6/5/2020
GRAMERCY,"305 2 AVENUE, 331","825,000",6/5/2020
UPPER EAST SIDE (59-79),"340 EAST 64TH STREET, 3F","1,085,000",6/5/2020
FLATIRON,"225 5 AVENUE, 11T","1,250,000",6/5/2020
UPPER EAST SIDE (59-79),"340 EAST 64TH STREET, 19J","1,650,000",6/5/2020
KIPS BAY,"415 EAST 37TH STREET, 23L","1,699,500",6/5/2020
UPPER WEST SIDE (59-79),"15 WEST 61ST STREET, 14G","1,700,478",6/5/2020
MIDTOWN CBD,"641 5 AVENUE, 27B","1,710,000",6/5/2020
CIVIC CENTER,"49-51 CHAMBERS STREET, 10G","1,790,000",6/5/2020
UPPER EAST SIDE (79-96),"125 EAST 84TH STREET, 2C","1,820,000",6/5/2020
UPPER EAST SIDE (59-79),"650 PARK AVENUE, 3D","1,825,000",6/5/2020
SOHO,"145 SIXTH AVENUE, 5C","1,850,000",6/5/2020
MURRAY HILL,"325 LEXINGTON AVENUE, 29C","2,230,000",6/5/2020
UPPER WEST SIDE (59-79),"330 WEST 72ND STREET, 13B","2,385,000",6/5/2020
SOHO,"476 BROADWAY, 8M","2,425,000",6/5/2020
HARLEM-CENTRAL,108 WEST 120TH STREET,"2,549,000",6/5/2020
FASHION,"16 WEST 40TH STREET, 22A","3,500,000",6/5/2020
CIVIC CENTER,"2 PARK PLACE, 35B","5,400,000",6/5/2020
UPPER EAST SIDE (59-79),"37 EAST 67TH ST, 5B","480,000",6/8/2020
UPPER EAST SIDE (79-96),"515 EAST 89TH STREET, 2G","585,000",6/8/2020
MIDTOWN WEST,"205 WEST 57TH STREET, 10AB","600,000",6/8/2020
KIPS BAY,"330 EAST 33RD STREET, 4-D","660,000",6/8/2020
HARLEM-CENTRAL,"247 WEST 115TH STREET, 4C","730,000",6/8/2020
UPPER EAST SIDE (59-79),"245 EAST 72ND STREET, 4A","1,260,000",6/8/2020
UPPER WEST SIDE (79-96),"203 WEST 90TH STREET, 10B","1,495,000",6/8/2020
UPPER EAST SIDE (79-96),"47 EAST 87TH STREET, 9A","1,900,000",6/8/2020
SOHO,"570 BROOME, 3C","2,100,000",6/8/2020
UPPER WEST SIDE (59-79),"400 WEST 61ST STREET, 30H","3,190,000",6/8/2020
UPPER WEST SIDE (59-79),"10 RIVERSIDE BLVD, 27D","3,530,000",6/8/2020
UPPER WEST SIDE (59-79),"10 RIVERSIDE BLVD, 29D","3,586,500",6/8/2020
SOHO,"109 MERCER STREET, 5","3,900,000",6/8/2020
UPPER EAST SIDE (79-96),"200 EAST 95TH STREET, 14C","4,001,825",6/8/2020
GREENWICH VILLAGE-WEST,"130 WEST 12TH STREET, 4B","5,995,000",6/8/2020
UPPER WEST SIDE (59-79),"15 WEST 61ST STREET, PH1A","9,207,000",6/8/2020
GREENWICH VILLAGE-WEST,371 WEST STREET,"65,477,764",6/8/2020
GREENWICH VILLAGE-WEST,634 WASHINGTON STREET,"65,477,764",6/8/2020
GREENWICH VILLAGE-WEST,666 WASHINGTON STREET,"65,477,764",6/8/2020
GREENWICH VILLAGE-WEST,154 PERRY STREET,"65,477,764",6/8/2020
GREENWICH VILLAGE-WEST,688 WASHINGTON STREET,"65,477,764",6/8/2020
GREENWICH VILLAGE-WEST,702 WASHINGTON STREET,"65,477,764",6/8/2020
GREENWICH VILLAGE-WEST,720 WEST 11TH STREET,"65,477,764",6/8/2020
GREENWICH VILLAGE-WEST,738 GREENWICH STREET,"65,477,764",6/8/2020
UPPER EAST SIDE (59-79),"188 EAST 78TH STREET, CEL14","32,500",6/9/2020
WASHINGTON HEIGHTS UPPER,"96 ARDEN STREET, 1E","300,000",6/9/2020
MORNINGSIDE HEIGHTS,"3115 BROADWAY, 55","385,000",6/9/2020
MURRAY HILL,"225 EAST 36TH STREET, 4D","410,000",6/9/2020
HARLEM-CENTRAL,"345 WEST 145 STREET, 2C2","435,000",6/9/2020
TRIBECA,"70 LITTLE WEST STREET, 3C","456,300",6/9/2020
CHELSEA,"201 WEST 21ST STREET, 2G","550,000",6/9/2020
UPPER EAST SIDE (79-96),"345 EAST 93RD STREET, 10H","575,000",6/9/2020
HARLEM-EAST,"122 E 102ND STREET, 4A","590,585",6/9/2020
HARLEM-EAST,"122 E 102ND ST, 5A","595,675",6/9/2020
FLATIRON,"16 WEST 16TH STREET, 7LS","750,750",6/9/2020
UPPER EAST SIDE (79-96),"245 EAST 93RD STREET, 6E","780,000",6/9/2020
UPPER WEST SIDE (59-79),"142 WEST END AVENUE, 19M","815,000",6/9/2020
MIDTOWN EAST,"235 EAST 49TH STREET, 11D","835,000",6/9/2020
UPPER WEST SIDE (96-116),"244 RIVERSIDE DRIVE, 3D","1,111,000",6/9/2020
UPPER WEST SIDE (79-96),"101 WEST 79TH STREET, 6E","1,200,500",6/9/2020
UPPER EAST SIDE (59-79),"124 EAST 79TH STREET, 14B","1,275,000",6/9/2020
FLATIRON,"5 EAST 22ND STREET, 9A","1,333,000",6/9/2020
GRAMERCY,"201 EAST 15TH STREET, 7AJ","1,450,000",6/9/2020
CHELSEA,"101 WEST 24TH STREET, 31H","1,750,000",6/9/2020
MIDTOWN EAST,"2 BEEKMAN PLACE, 3CD","2,025,000",6/9/2020
UPPER WEST SIDE (59-79),"400 WEST 61ST STREET, 24H","2,500,000",6/9/2020
HARLEM-CENTRAL,34 WEST 128TH STREET,"2,650,000",6/9/2020
LITTLE ITALY,"237 LAFAYETTE STREET, 5W","2,750,000",6/9/2020
TRIBECA,"39 NORTH MOORE STREET, 4A","3,375,000",6/9/2020
UPPER EAST SIDE (79-96),"225 EAST 79TH STREET, 7E","290,000",6/10/2020
MIDTOWN EAST,"25 TUDOR CITY PLACE, 1502","320,000",6/10/2020
WASHINGTON HEIGHTS UPPER,"263 BENNETT AVENUE, 2H","397,000",6/10/2020
INWOOD,"75 PARK TERRACE EAST, D31","405,000",6/10/2020
GRAMERCY,"145 EAST 15TH ST, 6H","475,000",6/10/2020
CHELSEA,"253 WEST 16TH STREET, 6E","521,000",6/10/2020
SOUTHBRIDGE,"100 BEEKMAN STREET, 23A","535,000",6/10/2020
UPPER EAST SIDE (59-79),"240 EAST 79TH STREET, 9C","550,000",6/10/2020
MANHATTAN VALLEY,"310 WEST 114TH STREET, 5","655,000",6/10/2020
UPPER WEST SIDE (59-79),"1 WEST 72ND STREET, PHB","700,000",6/10/2020
UPPER EAST SIDE (79-96),"111 EAST 85TH STREET, 6F","740,000",6/10/2020
MIDTOWN EAST,"865 1 AVENUE, 2E","745,000",6/10/2020
MIDTOWN WEST,"159 WEST 53RD STREET, 37G","750,000",6/10/2020
EAST VILLAGE,"172 EAST 4TH STREET, 5I","785,000",6/10/2020
UPPER EAST SIDE (79-96),"301 EAST 79TH STREET, 28 D","820,000",6/10/2020
UPPER EAST SIDE (79-96),"525 EAST 86TH STREET, 16B","850,000",6/10/2020
GREENWICH VILLAGE-CENTRAL,"45 FIFTH AVENUE, 9C","890,000",6/10/2020
INWOOD,"25 INDIAN ROAD, 6G","905,000",6/10/2020
CLINTON,"635 WEST 42ND STREET, 11F","912,500",6/10/2020
UPPER WEST SIDE (59-79),"175 WEST 73RD STREET, 15D","925,000",6/10/2020
UPPER WEST SIDE (79-96),"320 CENTRAL PARK WEST, 3DE","1,050,000",6/10/2020
CLINTON,"635 WEST 42ND STREET, 27J","1,150,000",6/10/2020
MIDTOWN EAST,"309 EAST 49 STREET, 9E","1,422,000",6/10/2020
UPPER EAST SIDE (59-79),"530 EAST 72ND STREET, 18B","1,750,000",6/10/2020
UPPER EAST SIDE (59-79),"1175 YORK AVENUE, 11J","1,770,000",6/10/2020
KIPS BAY,"385 1 AVENUE, 18A","1,795,000",6/10/2020
CHELSEA,"655 AVENUE OF THE AMER, 4G","2,290,000",6/10/2020
UPPER WEST SIDE (79-96),"194 RIVERSIDE DRIVE, 6D","2,761,028",6/10/2020
UPPER EAST SIDE (59-79),"30 EAST 76TH STREET, 12A","3,400,000",6/10/2020
UPPER EAST SIDE (59-79),"30 EAST 76TH STREET, 12B","3,400,000",6/10/2020
SOHO,"248 LAFAYETTE STREET, 3","3,700,000",6/10/2020
UPPER WEST SIDE (59-79),"1 W 67 ST, 807","3,750,000",6/10/2020
UPPER EAST SIDE (79-96),164 EAST 81ST STREET,"8,575,000",6/10/2020
UPPER EAST SIDE (79-96),"200 EAST 95TH STREET, 4F","380,300",6/11/2020
TRIBECA,"2 SOUTH END AVENUE, 6F","475,000",6/11/2020
UPPER EAST SIDE (59-79),"333 EAST 66TH, 6F","475,000",6/11/2020
UPPER WEST SIDE (96-116),"127 WEST 96TH STREET, 11C","475,000",6/11/2020
UPPER WEST SIDE (59-79),"140 WEST 71 STREET, 6F","500,000",6/11/2020
MIDTOWN EAST,"345 EAST 52ND STREET, 5H","535,000",6/11/2020
ALPHABET CITY,"507 EAST 12TH STREET, 2A","601,000",6/11/2020
UPPER EAST SIDE (79-96),"302 EAST 88TH STREET, 4C","615,000",6/11/2020
CHELSEA,"231 WEST 21ST STREET, 1B","690,000",6/11/2020
SOUTHBRIDGE,"77 FULTON STREET, 23F","725,000",6/11/2020
UPPER WEST SIDE (59-79),"140 WEST END AVENUE, 16K","745,000",6/11/2020
MIDTOWN EAST,"25 SUTTON PLACE SOUTH, 4A","750,000",6/11/2020
GREENWICH VILLAGE-CENTRAL,"250 MERCER STREET, A204","805,000",6/11/2020
UPPER WEST SIDE (96-116),"205 WEST 103RD STREET, 6B","898,121",6/11/2020
MIDTOWN EAST,"319 EAST 50TH STREET, 10K","943,965",6/11/2020
FINANCIAL,"75 WALL STREET, 30B","1,060,000",6/11/2020
FINANCIAL,"18 PINE STREET, 2414","1,080,000",6/11/2020
UPPER WEST SIDE (59-79),"30 WEST 61ST STREET, 26E","1,100,000",6/11/2020
MIDTOWN EAST,"419 EAST 57TH STREET, 10F","1,150,000",6/11/2020
CLINTON,"635 WEST 42ND STREET, 39B","1,475,000",6/11/2020
UPPER WEST SIDE (59-79),"400 WEST 61ST STREET, 21N","2,891,830",6/11/2020
TRIBECA,"51 WALKER STREET, 4B","2,900,000",6/11/2020
FLATIRON,"1107 BROADWAY, 2F","5,800,000",6/11/2020
HARLEM-EAST,"342 EAST 110 STREET, PH8E","245,000",6/12/2020
UPPER EAST SIDE (59-79),"123 EAST 75TH STREET, 11A","457,500",6/12/2020
MIDTOWN EAST,"305 EAST 40TH STREET, 9Y","507,000",6/12/2020
HARLEM-UPPER,"441 CONVENT AVENUE, 1K","510,000",6/12/2020
GRAMERCY,"200 EAST 24TH STREET, 1604","525,000",6/12/2020
UPPER WEST SIDE (59-79),"180 WEST END AVENUE, 27J","565,000",6/12/2020
UPPER EAST SIDE (59-79),"240 EAST 79 STREET, 11C","580,000",6/12/2020
UPPER EAST SIDE (59-79),"301 EAST 75TH STREET, 10C","590,000",6/12/2020
MIDTOWN EAST,"424 EAST 52ND STREET, 8F","625,000",6/12/2020
UPPER WEST SIDE (79-96),"710 WEST END AVENUE, 14E","625,000",6/12/2020
KIPS BAY,"310 EAST 23RD STREET, RES1","650,000",6/12/2020
MIDTOWN EAST,"325 EAST 57TH STREET, 15C","675,000",6/12/2020
UPPER EAST SIDE (59-79),"167 EAST 67TH STREET, 8F","690,000",6/12/2020
UPPER EAST SIDE (96-110),"1270 FIFTH AVENUE, 7C","703,250",6/12/2020
UPPER EAST SIDE (59-79),"350 EAST 77TH STREET, 4D","823,750",6/12/2020
HARLEM-EAST,"1325 FIFTH AVENUE, 6L","874,423",6/12/2020
UPPER WEST SIDE (79-96),"169 WEST 95TH STREET, 8F","967,338",6/12/2020
UPPER EAST SIDE (59-79),"201 EAST 62ND STREET, 6C","1,074,000",6/12/2020
KIPS BAY,"301 EAST 22ND STREET, 3TU","1,074,150",6/12/2020
GREENWICH VILLAGE-CENTRAL,"63 EAST 9TH STREET, 4M","1,150,000",6/12/2020
HARLEM-CENTRAL,"2351 ADAM CLAYTON POWELL, 309","1,150,000",6/12/2020
MIDTOWN EAST,"16 SUTTON PLACE, 8C","1,540,000",6/12/2020
UPPER WEST SIDE (79-96),"255 WEST 84TH STREET, 12C","1,999,500",6/12/2020
UPPER WEST SIDE (59-79),"45 WEST 67TH STREET, 23D","2,185,000",6/12/2020
UPPER WEST SIDE (96-116),"825 WEST END AVENUE, 10-B","2,408,161",6/12/2020
UPPER WEST SIDE (59-79),"10 RIVERSIDE BLVD, 28C","3,485,000",6/12/2020
CIVIC CENTER,"49-51 CHAMBERS STREET, 11A","3,500,000",6/12/2020
GREENWICH VILLAGE-CENTRAL,"28 EAST 10TH STREET, 4E","5,900,000",6/12/2020
CHELSEA,"520 WEST 28TH STREET, 16","6,850,000",6/12/2020
TRIBECA,"15 JAY STREET, PH5","7,910,813",6/12/2020
GRAMERCY,329 PARK AVENUE SOUTH,"41,233,333",6/12/2020
GRAMERCY,114 EAST 25TH STREET,"41,327,347",6/12/2020
EAST VILLAGE,"438 EAST 12TH STREET, PKG6","72,150",6/15/2020
HARLEM-EAST,"424 EAST 115TH STREET, 2B","100,000",6/15/2020
UPPER EAST SIDE (79-96),"515 EAST 88TH STREET, 3N","100,000",6/15/2020
UPPER EAST SIDE (79-96),"225 EAST 79TH STREET, 9E","305,550",6/15/2020
UPPER EAST SIDE (79-96),"512 EAST 83RD STREET, 4B","351,000",6/15/2020
UPPER WEST SIDE (96-116),"310 RIVERSIDE DRIVE, 601","355,000",6/15/2020
MIDTOWN EAST,"333 EAST 55TH ST., 10C","415,000",6/15/2020
UPPER WEST SIDE (59-79),"150 WEST END AVENUE, 2J","420,000",6/15/2020
GRAMERCY,"200 EAST 24TH STREET, #807","510,000",6/15/2020
GRAMERCY,"200 EAST 24TH STREET, 808","512,500",6/15/2020
UPPER EAST SIDE (79-96),"170 EAST 94TH STREET, 6C","546,500",6/15/2020
LOWER EAST SIDE,"530 GRAND STREET, E10G","590,000",6/15/2020
MIDTOWN EAST,"225 E 57 ST, 9J","635,000",6/15/2020
CLINTON,"420 WEST 47TH STREET, 3D","655,000",6/15/2020
MIDTOWN EAST,"2 TUDOR CITY PLACE, 6F-S","665,000",6/15/2020
UPPER EAST SIDE (59-79),"1156 THIRD AVENUE, 12D","730,000",6/15/2020
MANHATTAN VALLEY,"310 WEST 114TH STREET, 7","735,000",6/15/2020
MURRAY HILL,"80 PARK AVENUE, 9H","815,000",6/15/2020
MURRAY HILL,"35 PARK AVE, 2C","910,000",6/15/2020
UPPER EAST SIDE (79-96),"444 EAST 84TH STREET, 5F","995,000",6/15/2020
MIDTOWN EAST,"235 EAST 57TH STREET, 8F","1,024,883",6/15/2020
GREENWICH VILLAGE-CENTRAL,"61 WEST 9TH, 4E","1,125,000",6/15/2020
TRIBECA,"70 LITTLE WEST STREET, 10H","1,170,000",6/15/2020
MIDTOWN EAST,"50 SUTTON PLACE SOUTH, 7E","1,269,100",6/15/2020
UPPER EAST SIDE (79-96),"315 EAST 88TH STREET, 3G","1,290,000",6/15/2020
UPPER EAST SIDE (79-96),"389 EAST 89TH STREET, 5A","1,316,527",6/15/2020
SOHO,"210 LAFAYETTE STREET, 7C","1,383,000",6/15/2020
SOHO,"70 CHARLTON STREET, 15D","1,429,550",6/15/2020
MIDTOWN WEST,"301 WEST 53RD STREET, 22A","1,507,302",6/15/2020
MANHATTAN VALLEY,"382 CENTRAL PARK WEST, 3D","1,596,500",6/15/2020
UPPER WEST SIDE (59-79),"225 WEST 60TH STREET, 12C","1,610,000",6/15/2020
UPPER WEST SIDE (79-96),"123 WEST 93RD STREET, 6BC","1,690,000",6/15/2020
UPPER EAST SIDE (79-96),"200 EAST 94TH STREET, 2415","1,725,908",6/15/2020
UPPER WEST SIDE (59-79),"400 WEST 61ST STREET, 22H","1,779,235",6/15/2020
GREENWICH VILLAGE-CENTRAL,"111 FOURTH AVENUE, 11GH","1,835,000",6/15/2020
HARLEM-CENTRAL,"258 ST NICHOLAS AVENUE, 5A","1,950,000",6/15/2020
UPPER WEST SIDE (96-116),"300 WEST 108TH STREET, 14A","2,100,000",6/15/2020
SOHO,"476 BROADWAY, 10M","2,850,000",6/15/2020
LITTLE ITALY,"211 ELIZABETH STREET, 5S","3,150,000",6/15/2020
UPPER WEST SIDE (59-79),"400 WEST 61ST STREET, 24J","3,225,000",6/15/2020
UPPER WEST SIDE (59-79),"25 CENTRAL PARK WEST, 9E","3,280,000",6/15/2020
UPPER WEST SIDE (59-79),"10 RIVERSIDE BLVD, 28D","3,663,000",6/15/2020
UPPER WEST SIDE (59-79),"10 RIVERSIDE BLVD, 28A","4,950,000",6/15/2020
HARLEM-UPPER,400 WEST 153RD STREET,"5,100,000",6/15/2020
UPPER EAST SIDE (79-96),"1115 FIFTH AVENUE, 12-C","7,400,000",6/15/2020
UPPER EAST SIDE (59-79),"400 EAST 67TH STREET, SU62","44,000",6/16/2020
TRIBECA,"462 GREENWICH STREET, 1","100,000",6/16/2020
HARLEM-EAST,"129 EAST 102ND STREET, 5E","250,000",6/16/2020
UPPER EAST SIDE (79-96),"321 EAST 89TH STREET, 5A","295,000",6/16/2020
UPPER WEST SIDE (96-116),"209 WEST 104TH STREET, 1G","510,000",6/16/2020
UPPER EAST SIDE (59-79),"524 EAST 72ND STREET, 24G","530,000",6/16/2020
CHELSEA,"405 WEST 23RD STREET, 11G","530,402",6/16/2020
GREENWICH VILLAGE-CENTRAL,"45 WEST 10TH STREET, 8J","550,000",6/16/2020
CHELSEA,"300 WEST 23RD STREET, 4I","570,000",6/16/2020
FINANCIAL,"75 WALL STREET, 30I","605,000",6/16/2020
UPPER WEST SIDE (59-79),"300 WEST 72ND STREET, 4B","625,000",6/16/2020
HARLEM-CENTRAL,"2235 FREDERICK DOUGLASS BOULEVARD, 2F","665,000",6/16/2020
MIDTOWN EAST,"255 EAST 49TH STREET, 25F","680,000",6/16/2020
GRAMERCY,"211 EAST 18TH STREET, 5J","682,000",6/16/2020
CLINTON,"516 WEST 47TH STREET, S1F","693,000",6/16/2020
UPPER EAST SIDE (59-79),"205 EAST 78TH STREET, 4T","705,150",6/16/2020
GREENWICH VILLAGE-WEST,"45 CHRISTOPHER STREET, 14D","770,000",6/16/2020
UPPER WEST SIDE (59-79),"243 WEST END AVENUE, 1108","770,000",6/16/2020
MURRAY HILL,"160 EAST 38TH STREET, 24C","825,000",6/16/2020
UPPER EAST SIDE (59-79),"233 EAST 70TH STREET, 3S","825,000",6/16/2020
UPPER WEST SIDE (59-79),"40 WEST 72ND STREET, 112","855,000",6/16/2020
UPPER WEST SIDE (59-79),"160 WEST END AVENUE, 27P","896,000",6/16/2020
MIDTOWN WEST,"106 CENTRAL PARK SOUTH, 20B","990,000",6/16/2020
CLINTON,"635 WEST 42ND STREET, 23D","1,010,000",6/16/2020
MIDTOWN EAST,"200 EAST 57TH STREET, 9C","1,100,000",6/16/2020
ALPHABET CITY,9 AVENUE B,"1,250,000",6/16/2020
ALPHABET CITY,11 AVENUE B,"1,250,000",6/16/2020
GREENWICH VILLAGE-WEST,"75 BANK STREET, 2-J","1,250,000",6/16/2020
ALPHABET CITY,"252 EAST 7TH STREET, 5-6","1,350,000",6/16/2020
MIDTOWN EAST,"345 EAST 56TH STREET, 8E","1,373,000",6/16/2020
CIVIC CENTER,"91 LEONARD STREET, 5H","1,420,000",6/16/2020
CIVIC CENTER,"91 LEONARD STREET, SU76","1,420,000",6/16/2020
SOHO,"70 CHARLTON STREET, 18D","1,427,800",6/16/2020
CHELSEA,"77 SEVENTH AVENUE, 4D","1,450,000",6/16/2020
